,Sum log-adjP-values,adjP-values,Category
Rpl10a,-224.5278680415587,"[1e-10, 1e-10, 0.7756942318370188, 1e-10, 1e-10, 1e-10, 0.4885243695613698, 0.006246966079740722, 1e-10, 0.007869222593307483, 0.0027247098642159376, 1e-10, 0.6914135282602106, 0.7269608871440322, 0.17241911305046842, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 0.8347245847468322, 1e-10, 0.36762808790179863, 0.060397850092423044, 7.394642745754494e-08, 0.3717747155448225, 0.15185727095198048, 5.5293510952759005e-08, 1e-10, 1e-10, 1e-10, 0.8470172175098849, 1.8604893304238473e-09, 1e-10, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
S100a8,-224.2331880473549,"[0.14529239869350566, 0.00721148488322801, 1e-10, 1e-10, 1e-10, 1e-10, 2.1345621213371523e-08, 0.4234143693917596, 1e-10, 0.08766771135771077, 4.5173433864088755e-10, 2.825197945211631e-10, 6.383361532003639e-09, 0.22007571279366017, 0.4075699678333877, 0.851940329662456, 1e-10, 1e-10, 0.8040196897817605, 0.22630008278743946, 1e-10, 0.8371911569879534, 0.3201888341605125, 0.002712175288849328, 1.0445842440034164e-10, 0.004842803626945273, 1e-10, 0.00023361497253645614, 1e-10, 1e-10, 1e-10, 1e-10, 7.234765056674342e-05, 1e-10, 1e-10, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Actb,-223.49286688982164,"[2.3031122786404132e-05, 1e-10, 0.47691142367195394, 1e-10, 1e-10, 1e-10, 0.32457396042789016, 2.715432758214501e-06, 1e-10, 1e-10, 0.8701398676028752, 7.73331198885268e-08, 0.0043537253421906666, 7.574432160991444e-07, 0.05411829565535858, 1.0140177312243246e-08, 1e-10, 1e-10, 1.2142405728809797e-10, 1e-10, 1e-10, 0.1356762051678042, 0.28952033005808975, 0.3715435283455676, 3.1731806401517566e-09, 0.9667629987537517, 0.8136335016469556, 0.035012530709884235, 1e-10, 1e-10, 1e-10, 1e-10, 0.00010367195866269861, 1e-10, 0.016984256487056013, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Rpl18,-222.43170531565963,"[4.217991753332236e-08, 1e-10, 0.050529790446958454, 1e-10, 1e-10, 1e-10, 0.3149275071870045, 1e-10, 1e-10, 1e-10, 0.4296833009272333, 1e-10, 0.6772643876134987, 0.012138647315685381, 0.7531072867285502, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 6.453338593348645e-07, 0.07868026176442337, 1e-10, 0.014835146049074608, 0.018597838656825197, 0.13943113012307923, 0.899619603563974, 0.9828157226087324, 0.013142850103218471, 1e-10, 1e-10, 1e-10, 0.5324351033948684, 1e-10, 1.7149263269396454e-07, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
S100a9,-221.8428496364272,"[0.023483230888653346, 0.00018708291472599564, 1e-10, 1e-10, 1e-10, 1e-10, 0.00020873874888816446, 0.1660461528937446, 1e-10, 0.12370907111627485, 5.2327612484650864e-08, 2.210829968617464e-08, 0.0001838146464128244, 0.06128408483482727, 0.5790705488422011, 3.09593729154351e-05, 1e-10, 1e-10, 0.7600615254678946, 0.5529887749815406, 1e-10, 0.9021813943407241, 0.0006873980870512426, 0.002390121218709043, 1.0008229124725748e-08, 1.1910548846643355e-07, 1e-10, 0.0022991945492117504, 1e-10, 1e-10, 1e-10, 1e-10, 9.026975096056225e-05, 1e-10, 2.1168645815520425e-09, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Ftl1,-220.07156107407835,"[0.0012240062129115735, 0.3601744251912662, 1e-10, 3.88154175012885e-06, 1e-10, 1e-10, 0.1221706330179168, 1e-10, 1e-10, 1e-10, 0.0062879477691330996, 1e-10, 0.9029575277774757, 3.032429771279348e-06, 0.8075075956969194, 0.08873532285826265, 1.0569900347163952e-08, 1e-10, 0.0011336202302318552, 1e-10, 5.290076160851037e-10, 2.6918522100054626e-08, 1e-10, 0.46232502612852344, 0.45591596693004527, 1e-10, 0.8016244033913639, 0.6310250906934648, 1e-10, 1e-10, 1e-10, 1e-10, 0.0052385222483008744, 1e-10, 0.3450253642826373, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Rps21,-220.02895110258316,"[0.00045745184973979637, 4.413593397342689e-10, 0.006879980036887032, 1e-10, 1e-10, 1e-10, 0.6272027900108863, 3.437235668357303e-05, 2.9546984994769854e-06, 0.2028273758738234, 1.4866935051271944e-06, 1e-10, 0.027107739026681614, 0.46852292853525535, 0.3742266207015098, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 0.28314872834121324, 1e-10, 0.0009356632413179989, 0.05546261147569001, 1e-10, 0.0025791592154956583, 0.9205531331360755, 0.012587705468139048, 1e-10, 1e-10, 1e-10, 0.9984548742581002, 1e-10, 1.682481054810773e-07, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
H2-D1,-219.1597790173199,"[0.0028836856653435268, 0.07257135009020291, 1e-10, 1e-10, 1e-10, 1e-10, 2.5099902957896674e-08, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 0.9434781200716911, 0.008889834839345585, 0.04428799554487215, 0.006632545881101112, 1e-10, 1.4422608148529095e-08, 1e-10, 0.005277787817339207, 0.12652963631541655, 0.015970212038844703, 0.37351392311599946, 0.5265712992249182, 0.0017279272209873532, 4.655558679798968e-06, 1e-10, 0.128370649656163, 2.4187913423648612e-09, 1e-10, 8.374060688483778e-10, 0.030227225106731925, 0.14684480356431687, 1e-10, 1.904263271701368e-10, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Dbp,-218.30618290195974,"[0.1348639713605294, 0.0007427407017023941, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 0.9290072289291218, 0.15850594610937785, 0.5452556048791515, 1e-10, 1e-10, 1.7470097016221344e-08, 1e-10, 0.03290167442696704, 0.011236389823797916, 0.014488196324659459, 1e-10, 1e-10, 1e-10, 0.0001247703371562892, 0.07658223425561961, 1e-10, 1e-10, 1e-10, 1e-10, 9.89521231015012e-06, 6.427659109331413e-05, 1e-10, 1e-10, 0.006257146865926585, 0.09008872984701045, 0.034740772076003484, 0.05516467826395929, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Rps26,-217.33622972506888,"[1e-10, 1e-10, 0.003316090118256607, 1e-10, 1e-10, 1e-10, 0.9533103038997126, 1e-10, 1e-10, 0.04539152227149283, 0.16230513818326872, 0.002211258311339151, 0.1507633724252215, 0.5950220278801743, 0.011091025811109234, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 1.9006897740182425e-05, 1e-10, 0.1178430770137124, 0.0087375626887463, 3.9181553056985934e-08, 0.7736478870821183, 0.7329776745313348, 0.044051870018098294, 1e-10, 1e-10, 1e-10, 0.6081205824327715, 1.8003802637283762e-10, 0.42906482901056037, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Rpl37a,-216.06568014296178,"[5.154069560236894e-07, 0.05702685323581293, 0.14395798528568676, 1e-10, 1e-10, 1e-10, 0.027668966233013178, 1e-10, 1e-10, 0.020126666859682917, 0.311625200114435, 0.8664012562670896, 0.8469975853226923, 0.3522358762802187, 2.3327227806524518e-07, 1e-10, 1e-10, 1e-10, 1e-10, 0.015595150825540399, 1e-10, 7.033468386136215e-06, 1e-10, 0.22808862773978683, 0.00029247418865456265, 1e-10, 2.188327759820253e-05, 0.6771595138227893, 1e-10, 1e-10, 1.4095440074467748e-10, 1e-10, 0.5013774173343891, 1e-10, 0.25337398902366864, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Sparc,-215.9768427935292,"[1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 0.42527552091971427, 0.9789959941383904, 1e-10, 1e-10, 1e-10, 1e-10, 0.32680627540763363, 0.015405370956295197, 0.00042668696983503716, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 0.0027115471536186143, 1e-10, 1e-10, 0.5758722830722375, 0.2199083913582457, 3.7038315456260016e-08, 0.10578689580614989, 1.0893789679816613e-08, 1.7364625628582488e-05, 0.001270782981719365, 0.2197840064112758, 0.835858357504062, 0.3710312742588512, 0.08839213387613876, 0.6051973628659437]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
Rpl8,-215.59617831356198,"[4.337529257375579e-09, 1e-10, 0.7282724759930816, 1e-10, 1e-10, 1e-10, 0.07357742715403881, 0.0003593168464281128, 1e-10, 5.977939207746118e-09, 0.17381445719888128, 0.0027095367363518604, 0.2896334332798881, 0.5548588438934966, 0.6186653773678625, 1e-10, 1e-10, 1e-10, 1e-10, 1e-10, 0.026982307666152568, 0.043484112902740533, 1e-10, 0.001801660176812179, 0.35904605351837404, 2.442417383445745e-10, 0.7237328960914734, 0.965246168451068, 1e-10, 1e-10, 1e-10, 1e-10, 0.9912559263013971, 1e-10, 8.444791359156481e-05, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
H3f3b,-215.42121336277526,"[3.819565679394332e-05, 0.46073415287563463, 0.0327956086868146, 0.030434689852284817, 1e-10, 1e-10, 0.23708921047585355, 1.0200148738038614e-06, 2.5115259893396586e-08, 1e-10, 0.0001042549902848271, 0.6945171242980275, 0.8739246314962016, 0.19041977936729043, 0.5630967090505442, 7.666991804261257e-05, 1e-10, 0.0010862534849390827, 1e-10, 1e-10, 1e-10, 4.45577424268195e-10, 7.942109344480846e-07, 0.1504234442671094, 1e-10, 1e-10, 1e-10, 0.784803705380508, 1e-10, 1e-10, 1e-10, 1e-10, 0.18561852720346467, 8.109979284704537e-05, 1e-10, 1e-10]","['Limb-Muscle_B cell', 'Limb-Muscle_T cell', 'Limb-Muscle_endothelial cell', 'Limb-Muscle_macrophage', 'Limb-Muscle_mesenchymal stem cell', 'Limb-Muscle_skeletal muscle satellite cell', 'Limb-Muscle_smooth muscle cell', 'Brain_endothelial cell', 'Brain_microglial cell', 'Brain_oligodendrocyte', 'Heart_endothelial cell of coronary artery', 'Heart_fibroblast of cardiac tissue', 'Heart_leukocyte', 'Lung_endothelial cell', 'Lung_lymphocyte', 'Lung_macrophage', 'Lung_monocyte', 'Lung_stromal cell', 'Bladder_bladder cell', 'Bladder_bladder urothelial cell', 'Liver_Kupffer cell', 'Liver_hepatocyte', 'Kidney_epithelial cell of proximal tubule', 'Kidney_fenestrated cell', 'Kidney_kidney loop of Henle thick ascending limb epithelial cell', 'Kidney_kidney proximal convoluted tubule epithelial cell', 'Kidney_macrophage', 'Bone-Marrow_erythroblast', 'Bone-Marrow_granulocyte', 'Bone-Marrow_granulocytopoietic cell', 'Bone-Marrow_hematopoietic precursor cell', 'Bone-Marrow_megakaryocyte-erythroid progenitor cell', 'Bone-Marrow_monocyte', 'Bone-Marrow_naïve T cell', 'Bone-Marrow_proerythroblast', 'Bone-Marrow_promonocyte']"
