,Pearson Correlation,P-values,Category,Absolute Pearson Correlation
Sirt7,-0.069393966,0.015089183,Limb-Muscle_skeletal muscle satellite cell,0.069393966
Dnmt3a,-0.069385902,0.015100973,Limb-Muscle_skeletal muscle satellite cell,0.069385902
Slc31a2,-0.069368086,0.015127052,Limb-Muscle_skeletal muscle satellite cell,0.069368086
Rcan3,-0.069367675,0.015127654,Limb-Muscle_skeletal muscle satellite cell,0.069367675
Vapb,-0.069353153,0.01514894,Limb-Muscle_skeletal muscle satellite cell,0.069353153
Sik3,-0.069344279,0.015161961,Limb-Muscle_skeletal muscle satellite cell,0.069344279
Daam1,0.069343583,0.015162982,Limb-Muscle_skeletal muscle satellite cell,0.069343583
Ddx28,-0.06933685,0.015172868,Limb-Muscle_skeletal muscle satellite cell,0.06933685
Ctla2a,-0.069330435,0.015182293,Limb-Muscle_skeletal muscle satellite cell,0.069330435
Edc3,-0.069294672,0.01523493,Limb-Muscle_skeletal muscle satellite cell,0.069294672
1110034B05Rik,-0.069262731,0.015282076,Limb-Muscle_skeletal muscle satellite cell,0.069262731
Rexo1,-0.069255176,0.015293246,Limb-Muscle_skeletal muscle satellite cell,0.069255176
Rnf34,-0.06924986,0.01530111,Limb-Muscle_skeletal muscle satellite cell,0.06924986
Rai1,-0.069245269,0.015307905,Limb-Muscle_skeletal muscle satellite cell,0.069245269
Pmvk,0.06923629,0.015321201,Limb-Muscle_skeletal muscle satellite cell,0.06923629
Mbnl2,-0.069228867,0.0153322,Limb-Muscle_skeletal muscle satellite cell,0.069228867
Fut8,-0.06920539,0.015367036,Limb-Muscle_skeletal muscle satellite cell,0.06920539
Tmbim1,0.069204287,0.015368674,Limb-Muscle_skeletal muscle satellite cell,0.069204287
St7l,-0.069180599,0.015403896,Limb-Muscle_skeletal muscle satellite cell,0.069180599
Rab2b,-0.069155128,0.015441847,Limb-Muscle_skeletal muscle satellite cell,0.069155128
Gtf2h2,-0.069151972,0.015446556,Limb-Muscle_skeletal muscle satellite cell,0.069151972
Gnl2,-0.069149601,0.015450094,Limb-Muscle_skeletal muscle satellite cell,0.069149601
Rab11fip2,-0.069136807,0.015469198,Limb-Muscle_skeletal muscle satellite cell,0.069136807
Gprasp2,0.069120702,0.015493274,Limb-Muscle_skeletal muscle satellite cell,0.069120702
Nfib,-0.069079397,0.015555174,Limb-Muscle_skeletal muscle satellite cell,0.069079397
Itgb1,-0.069067505,0.015573037,Limb-Muscle_skeletal muscle satellite cell,0.069067505
Ap3b2,-0.069057314,0.015588357,Limb-Muscle_skeletal muscle satellite cell,0.069057314
Sssca1,-0.06902371,0.015638972,Limb-Muscle_skeletal muscle satellite cell,0.06902371
Rnf122,0.068988769,0.015691754,Limb-Muscle_skeletal muscle satellite cell,0.068988769
Myoc,0.068963764,0.015729621,Limb-Muscle_skeletal muscle satellite cell,0.068963764
Kars,-0.068944726,0.015758508,Limb-Muscle_skeletal muscle satellite cell,0.068944726
Usp20,-0.068937168,0.015769987,Limb-Muscle_skeletal muscle satellite cell,0.068937168
Mri1,-0.068884013,0.015850935,Limb-Muscle_skeletal muscle satellite cell,0.068884013
Mios,-0.068836872,0.01592303,Limb-Muscle_skeletal muscle satellite cell,0.068836872
Sec61g,0.068810507,0.015963477,Limb-Muscle_skeletal muscle satellite cell,0.068810507
Ino80b,-0.068779256,0.016011536,Limb-Muscle_skeletal muscle satellite cell,0.068779256
Ccdc141,-0.068775668,0.016017062,Limb-Muscle_skeletal muscle satellite cell,0.068775668
Gnai2,0.068775646,0.016017096,Limb-Muscle_skeletal muscle satellite cell,0.068775646
Dennd1a,-0.068765703,0.016032418,Limb-Muscle_skeletal muscle satellite cell,0.068765703
Mgl2,-0.068759393,0.016042147,Limb-Muscle_skeletal muscle satellite cell,0.068759393
Chka,-0.068750261,0.016056238,Limb-Muscle_skeletal muscle satellite cell,0.068750261
Pacsin2,-0.068722182,0.016099635,Limb-Muscle_skeletal muscle satellite cell,0.068722182
Cad,-0.068710208,0.016118172,Limb-Muscle_skeletal muscle satellite cell,0.068710208
Vipr2,-0.068697454,0.016137937,Limb-Muscle_skeletal muscle satellite cell,0.068697454
Nit2,-0.068678411,0.016167487,Limb-Muscle_skeletal muscle satellite cell,0.068678411
Ano5,-0.068670098,0.016180402,Limb-Muscle_skeletal muscle satellite cell,0.068670098
Tap2,0.068634266,0.016236174,Limb-Muscle_skeletal muscle satellite cell,0.068634266
Pnpla7,-0.06863209,0.016239565,Limb-Muscle_skeletal muscle satellite cell,0.06863209
Nup210l,0.068614425,0.016267128,Limb-Muscle_skeletal muscle satellite cell,0.068614425
Fbxo11,-0.068606089,0.016280148,Limb-Muscle_skeletal muscle satellite cell,0.068606089
Socs6,-0.068584683,0.016313625,Limb-Muscle_skeletal muscle satellite cell,0.068584683
Ralgapa1,-0.068584457,0.016313979,Limb-Muscle_skeletal muscle satellite cell,0.068584457
Ints12,-0.068571907,0.016333635,Limb-Muscle_skeletal muscle satellite cell,0.068571907
Mrps6,-0.068562064,0.016349066,Limb-Muscle_skeletal muscle satellite cell,0.068562064
Rmi1,-0.068561138,0.016350518,Limb-Muscle_skeletal muscle satellite cell,0.068561138
Exosc9,-0.068517764,0.016418673,Limb-Muscle_skeletal muscle satellite cell,0.068517764
Tnfsf12,-0.068483094,0.016473329,Limb-Muscle_skeletal muscle satellite cell,0.068483094
Cuedc1,-0.068477873,0.016481574,Limb-Muscle_skeletal muscle satellite cell,0.068477873
Plekhm3,-0.068475021,0.016486079,Limb-Muscle_skeletal muscle satellite cell,0.068475021
Larp6,0.068470284,0.016493564,Limb-Muscle_skeletal muscle satellite cell,0.068470284
Fuk,-0.06847027,0.016493587,Limb-Muscle_skeletal muscle satellite cell,0.06847027
Gch1,0.068466103,0.016500174,Limb-Muscle_skeletal muscle satellite cell,0.068466103
Ikbkb,-0.068465753,0.016500727,Limb-Muscle_skeletal muscle satellite cell,0.068465753
Gnl1,-0.068459978,0.01650986,Limb-Muscle_skeletal muscle satellite cell,0.068459978
Abcb1a,0.068449276,0.016526796,Limb-Muscle_skeletal muscle satellite cell,0.068449276
Slc6a8,-0.068447955,0.016528888,Limb-Muscle_skeletal muscle satellite cell,0.068447955
Shisa5,-0.068418652,0.016575346,Limb-Muscle_skeletal muscle satellite cell,0.068418652
Sart3,-0.068388722,0.016622914,Limb-Muscle_skeletal muscle satellite cell,0.068388722
Nckap5,-0.068374826,0.01664504,Limb-Muscle_skeletal muscle satellite cell,0.068374826
Tram1,-0.068366429,0.016658424,Limb-Muscle_skeletal muscle satellite cell,0.068366429
Papd5,-0.068362861,0.016664113,Limb-Muscle_skeletal muscle satellite cell,0.068362861
Casc1,0.068348624,0.016686832,Limb-Muscle_skeletal muscle satellite cell,0.068348624
Cct7,-0.068277267,0.016801111,Limb-Muscle_skeletal muscle satellite cell,0.068277267
Hirip3,-0.068261859,0.016825877,Limb-Muscle_skeletal muscle satellite cell,0.068261859
Ankrd39,-0.068252919,0.01684026,Limb-Muscle_skeletal muscle satellite cell,0.068252919
Pdss1,-0.068227989,0.01688043,Limb-Muscle_skeletal muscle satellite cell,0.068227989
9930104L06Rik,-0.068216332,0.01689924,Limb-Muscle_skeletal muscle satellite cell,0.068216332
Cd276,-0.06820914,0.016910855,Limb-Muscle_skeletal muscle satellite cell,0.06820914
Cdk19,-0.068201141,0.016923783,Limb-Muscle_skeletal muscle satellite cell,0.068201141
2400003C14Rik,-0.068182779,0.01695349,Limb-Muscle_skeletal muscle satellite cell,0.068182779
Cox17,-0.068176253,0.016964057,Limb-Muscle_skeletal muscle satellite cell,0.068176253
Ddx51,-0.06817058,0.016973251,Limb-Muscle_skeletal muscle satellite cell,0.06817058
Trappc6b,-0.068168205,0.016977099,Limb-Muscle_skeletal muscle satellite cell,0.068168205
Sfn,-0.068167874,0.016977635,Limb-Muscle_skeletal muscle satellite cell,0.068167874
Etfdh,-0.068155597,0.016997549,Limb-Muscle_skeletal muscle satellite cell,0.068155597
Slc5a3,-0.068129027,0.017040712,Limb-Muscle_skeletal muscle satellite cell,0.068129027
Lsm5,-0.068117076,0.01706016,Limb-Muscle_skeletal muscle satellite cell,0.068117076
Parp1,-0.068115379,0.017062923,Limb-Muscle_skeletal muscle satellite cell,0.068115379
Rab3gap2,-0.068084935,0.017112555,Limb-Muscle_skeletal muscle satellite cell,0.068084935
Plcb1,0.068083784,0.017114433,Limb-Muscle_skeletal muscle satellite cell,0.068083784
Nt5m,-0.068083367,0.017115114,Limb-Muscle_skeletal muscle satellite cell,0.068083367
Lrg1,-0.068083276,0.017115263,Limb-Muscle_skeletal muscle satellite cell,0.068083276
Ranbp6,-0.068081073,0.017118859,Limb-Muscle_skeletal muscle satellite cell,0.068081073
Casp7,-0.068076384,0.017126519,Limb-Muscle_skeletal muscle satellite cell,0.068076384
Ankra2,-0.068052319,0.017165868,Limb-Muscle_skeletal muscle satellite cell,0.068052319
Dak,-0.068038884,0.017187872,Limb-Muscle_skeletal muscle satellite cell,0.068038884
Rfng,-0.068037012,0.017190939,Limb-Muscle_skeletal muscle satellite cell,0.068037012
Psmf1,-0.068027695,0.017206215,Limb-Muscle_skeletal muscle satellite cell,0.068027695
3230401D17Rik,-0.068006186,0.017241527,Limb-Muscle_skeletal muscle satellite cell,0.068006186
Tmem60,-0.067975865,0.017291411,Limb-Muscle_skeletal muscle satellite cell,0.067975865
Snapc4,-0.067948232,0.017336984,Limb-Muscle_skeletal muscle satellite cell,0.067948232
Rpp30,-0.067945168,0.017342043,Limb-Muscle_skeletal muscle satellite cell,0.067945168
Ttf2,-0.067909173,0.017401579,Limb-Muscle_skeletal muscle satellite cell,0.067909173
Zfp830,-0.067905328,0.01740795,Limb-Muscle_skeletal muscle satellite cell,0.067905328
Adcy3,-0.067894715,0.017425543,Limb-Muscle_skeletal muscle satellite cell,0.067894715
2310021P13Rik,-0.067876476,0.017455816,Limb-Muscle_skeletal muscle satellite cell,0.067876476
Ankhd1,0.06782301,0.017544822,Limb-Muscle_skeletal muscle satellite cell,0.06782301
Bsg,-0.067818505,0.01755234,Limb-Muscle_skeletal muscle satellite cell,0.067818505
Tollip,-0.067787502,0.017604152,Limb-Muscle_skeletal muscle satellite cell,0.067787502
Adam8,0.067769064,0.017635029,Limb-Muscle_skeletal muscle satellite cell,0.067769064
Dtnbp1,-0.067768252,0.01763639,Limb-Muscle_skeletal muscle satellite cell,0.067768252
Dnm1,-0.067754673,0.017659163,Limb-Muscle_skeletal muscle satellite cell,0.067754673
Rbp7,0.067746401,0.017673046,Limb-Muscle_skeletal muscle satellite cell,0.067746401
Ltn1,-0.067739648,0.017684389,Limb-Muscle_skeletal muscle satellite cell,0.067739648
Stxbp2,-0.067739599,0.017684471,Limb-Muscle_skeletal muscle satellite cell,0.067739599
Glis1,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Btc,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Gm1078,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Xist,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Dusp27,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Casq1,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Dnahc17,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Colq,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Noxo1,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Nespas,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Clcnka,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Nphp4,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Fras1,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Fabp1,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Xirp1,-0.06772681,0.01770597,Limb-Muscle_skeletal muscle satellite cell,0.06772681
Mrrf,-0.067717284,0.017721996,Limb-Muscle_skeletal muscle satellite cell,0.067717284
Nhlrc1,-0.067715475,0.017725042,Limb-Muscle_skeletal muscle satellite cell,0.067715475
Slc7a14,-0.067715475,0.017725042,Limb-Muscle_skeletal muscle satellite cell,0.067715475
Fibin,-0.067703209,0.017745701,Limb-Muscle_skeletal muscle satellite cell,0.067703209
Tcea3,-0.067695693,0.017758372,Limb-Muscle_skeletal muscle satellite cell,0.067695693
Ccl6,0.067680516,0.017783978,Limb-Muscle_skeletal muscle satellite cell,0.067680516
Gls2,-0.067661749,0.017815689,Limb-Muscle_skeletal muscle satellite cell,0.067661749
9430015G10Rik,-0.067658576,0.017821054,Limb-Muscle_skeletal muscle satellite cell,0.067658576
Parp2,-0.067642764,0.017847816,Limb-Muscle_skeletal muscle satellite cell,0.067642764
Slc38a2,0.067631226,0.017867366,Limb-Muscle_skeletal muscle satellite cell,0.067631226
1700112E06Rik,0.067626557,0.017875283,Limb-Muscle_skeletal muscle satellite cell,0.067626557
Golph3l,-0.067595578,0.017927889,Limb-Muscle_skeletal muscle satellite cell,0.067595578
9030425E11Rik,0.067593818,0.017930882,Limb-Muscle_skeletal muscle satellite cell,0.067593818
Riiad1,-0.067584203,0.017947237,Limb-Muscle_skeletal muscle satellite cell,0.067584203
Acot8,-0.067571947,0.017968106,Limb-Muscle_skeletal muscle satellite cell,0.067571947
Zfp59,-0.067570277,0.017970952,Limb-Muscle_skeletal muscle satellite cell,0.067570277
Pik3r3,-0.067565566,0.017978981,Limb-Muscle_skeletal muscle satellite cell,0.067565566
Arpc1a,-0.067558385,0.017991224,Limb-Muscle_skeletal muscle satellite cell,0.067558385
Rbm28,-0.067537364,0.018027107,Limb-Muscle_skeletal muscle satellite cell,0.067537364
Angel2,-0.067526451,0.01804576,Limb-Muscle_skeletal muscle satellite cell,0.067526451
Gemin5,-0.06751393,0.018067183,Limb-Muscle_skeletal muscle satellite cell,0.06751393
Arfgap3,-0.067484723,0.018117241,Limb-Muscle_skeletal muscle satellite cell,0.067484723
Ppwd1,-0.067460399,0.018159023,Limb-Muscle_skeletal muscle satellite cell,0.067460399
Mtrr,-0.067450093,0.018176751,Limb-Muscle_skeletal muscle satellite cell,0.067450093
Rbm27,-0.067407596,0.018250013,Limb-Muscle_skeletal muscle satellite cell,0.067407596
Lig4,-0.067394329,0.018272937,Limb-Muscle_skeletal muscle satellite cell,0.067394329
Abhd10,-0.067392805,0.018275572,Limb-Muscle_skeletal muscle satellite cell,0.067392805
Nsfl1c,-0.067386524,0.018286435,Limb-Muscle_skeletal muscle satellite cell,0.067386524
Islr2,-0.067382743,0.018292976,Limb-Muscle_skeletal muscle satellite cell,0.067382743
1700101I11Rik,-0.067382463,0.018293461,Limb-Muscle_skeletal muscle satellite cell,0.067382463
Kcnt2,0.067374981,0.018306413,Limb-Muscle_skeletal muscle satellite cell,0.067374981
Hist1h2ac,-0.067368086,0.018318356,Limb-Muscle_skeletal muscle satellite cell,0.067368086
Smad4,-0.067322777,0.018397007,Limb-Muscle_skeletal muscle satellite cell,0.067322777
Orc3,-0.06731259,0.01841473,Limb-Muscle_skeletal muscle satellite cell,0.06731259
Sytl5,0.067295611,0.018444305,Limb-Muscle_skeletal muscle satellite cell,0.067295611
Fam102a,-0.067289497,0.018454964,Limb-Muscle_skeletal muscle satellite cell,0.067289497
Kif21b,-0.067266756,0.018494661,Limb-Muscle_skeletal muscle satellite cell,0.067266756
Pigl,-0.067259508,0.018507327,Limb-Muscle_skeletal muscle satellite cell,0.067259508
Edem2,-0.067256419,0.018512728,Limb-Muscle_skeletal muscle satellite cell,0.067256419
Sgol1,-0.067242409,0.018537241,Limb-Muscle_skeletal muscle satellite cell,0.067242409
Tab1,-0.0672396,0.01854216,Limb-Muscle_skeletal muscle satellite cell,0.0672396
Lyrm4,-0.067202105,0.018607919,Limb-Muscle_skeletal muscle satellite cell,0.067202105
1300018J18Rik,-0.067201101,0.018609683,Limb-Muscle_skeletal muscle satellite cell,0.067201101
Calm1,0.067163873,0.018675181,Limb-Muscle_skeletal muscle satellite cell,0.067163873
Mical1,-0.067139425,0.018718305,Limb-Muscle_skeletal muscle satellite cell,0.067139425
Nos1ap,-0.067112069,0.018766659,Limb-Muscle_skeletal muscle satellite cell,0.067112069
Ogdh,-0.067102517,0.018783569,Limb-Muscle_skeletal muscle satellite cell,0.067102517
Nsd1,-0.067099571,0.018788787,Limb-Muscle_skeletal muscle satellite cell,0.067099571
Plod3,-0.06709817,0.018791269,Limb-Muscle_skeletal muscle satellite cell,0.06709817
Ppp1r35,-0.06709406,0.018798552,Limb-Muscle_skeletal muscle satellite cell,0.06709406
Mcts2,-0.067068285,0.018844281,Limb-Muscle_skeletal muscle satellite cell,0.067068285
1700081L11Rik,-0.067067045,0.018846482,Limb-Muscle_skeletal muscle satellite cell,0.067067045
Mtx3,-0.067042151,0.018890744,Limb-Muscle_skeletal muscle satellite cell,0.067042151
Cys1,0.067000388,0.018965204,Limb-Muscle_skeletal muscle satellite cell,0.067000388
Rpa3,-0.066988449,0.018986537,Limb-Muscle_skeletal muscle satellite cell,0.066988449
Tmem63b,-0.066976352,0.019008173,Limb-Muscle_skeletal muscle satellite cell,0.066976352
Zfp961,-0.066944358,0.019065501,Limb-Muscle_skeletal muscle satellite cell,0.066944358
Zbtb7a,-0.066919281,0.019110542,Limb-Muscle_skeletal muscle satellite cell,0.066919281
Zfp97,0.06691413,0.019119806,Limb-Muscle_skeletal muscle satellite cell,0.06691413
Gda,0.066905688,0.019134995,Limb-Muscle_skeletal muscle satellite cell,0.066905688
Hivep1,0.066904279,0.019137532,Limb-Muscle_skeletal muscle satellite cell,0.066904279
Pcdhb9,0.066893209,0.019157467,Limb-Muscle_skeletal muscle satellite cell,0.066893209
Tbc1d24,-0.066892632,0.019158508,Limb-Muscle_skeletal muscle satellite cell,0.066892632
Fcgr1,-0.066858855,0.019219453,Limb-Muscle_skeletal muscle satellite cell,0.066858855
Ctsz,-0.066841575,0.019250697,Limb-Muscle_skeletal muscle satellite cell,0.066841575
Kctd12,-0.066836567,0.019259761,Limb-Muscle_skeletal muscle satellite cell,0.066836567
Rnps1,-0.066835508,0.019261677,Limb-Muscle_skeletal muscle satellite cell,0.066835508
Dcaf13,-0.066826048,0.01927881,Limb-Muscle_skeletal muscle satellite cell,0.066826048
Blzf1,-0.066825648,0.019279535,Limb-Muscle_skeletal muscle satellite cell,0.066825648
Tirap,-0.066800663,0.019324849,Limb-Muscle_skeletal muscle satellite cell,0.066800663
Asb7,-0.066792219,0.019340183,Limb-Muscle_skeletal muscle satellite cell,0.066792219
Fbxo2,0.066771809,0.019377295,Limb-Muscle_skeletal muscle satellite cell,0.066771809
Dcn,0.066769312,0.019381839,Limb-Muscle_skeletal muscle satellite cell,0.066769312
Ino80c,-0.066759448,0.0193998,Limb-Muscle_skeletal muscle satellite cell,0.066759448
Krtdap,-0.066748703,0.019419384,Limb-Muscle_skeletal muscle satellite cell,0.066748703
Ubxn8,-0.066715869,0.019479329,Limb-Muscle_skeletal muscle satellite cell,0.066715869
Psip1,-0.066697242,0.019513406,Limb-Muscle_skeletal muscle satellite cell,0.066697242
Hs6st3,0.066696767,0.019514277,Limb-Muscle_skeletal muscle satellite cell,0.066696767
Ctu2,-0.066688452,0.019529507,Limb-Muscle_skeletal muscle satellite cell,0.066688452
Tmcc1,-0.066687213,0.019531778,Limb-Muscle_skeletal muscle satellite cell,0.066687213
Ptpn14,0.066667669,0.019567619,Limb-Muscle_skeletal muscle satellite cell,0.066667669
Dnaja4,-0.066656995,0.019587218,Limb-Muscle_skeletal muscle satellite cell,0.066656995
Nxt2,-0.066619517,0.019656171,Limb-Muscle_skeletal muscle satellite cell,0.066619517
Myf5,-0.066615276,0.019663986,Limb-Muscle_skeletal muscle satellite cell,0.066615276
Trex1,0.066614142,0.019666077,Limb-Muscle_skeletal muscle satellite cell,0.066614142
Pigo,-0.066606207,0.019680709,Limb-Muscle_skeletal muscle satellite cell,0.066606207
AI480653,-0.066605594,0.019681841,Limb-Muscle_skeletal muscle satellite cell,0.066605594
Zfp36l2,-0.066565573,0.019755788,Limb-Muscle_skeletal muscle satellite cell,0.066565573
Zfp160,-0.066564837,0.019757151,Limb-Muscle_skeletal muscle satellite cell,0.066564837
Gmeb2,-0.066533972,0.019814351,Limb-Muscle_skeletal muscle satellite cell,0.066533972
Tpd52,0.066532912,0.019816318,Limb-Muscle_skeletal muscle satellite cell,0.066532912
Col13a1,-0.066523359,0.019834052,Limb-Muscle_skeletal muscle satellite cell,0.066523359
Ubqln2,0.066520066,0.019840168,Limb-Muscle_skeletal muscle satellite cell,0.066520066
BC030336,-0.066453919,0.019963381,Limb-Muscle_skeletal muscle satellite cell,0.066453919
Polr2l,-0.066436738,0.019995492,Limb-Muscle_skeletal muscle satellite cell,0.066436738
Lpin2,-0.066411773,0.020042232,Limb-Muscle_skeletal muscle satellite cell,0.066411773
Gucy1a2,0.066406696,0.020051749,Limb-Muscle_skeletal muscle satellite cell,0.066406696
