,Pearson Correlation,P-values,Category,Absolute Pearson Correlation
Slc12a2,-0.099414975,5.82E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099414975
Zfp433,0.099378193,5.87E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099378193
Gars,-0.099360621,5.89E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099360621
Cd52,0.099352971,5.90E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099352971
Ddost,-0.099323521,5.94E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099323521
Anxa4,-0.09929077,5.98E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.09929077
Hnrnph2,0.099285573,5.99E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099285573
Pigz,0.099215945,6.08E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099215945
Golim4,-0.099179511,6.13E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099179511
Flii,-0.099147606,6.17E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099147606
Sesn2,0.099112673,6.22E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099112673
Ttc7b,-0.099110532,6.22E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099110532
Gigyf1,0.099074623,6.27E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099074623
Pnpo,-0.099041437,6.31E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099041437
Mkrn1,-0.099022653,6.34E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099022653
Slc10a5,0.099002916,6.37E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.099002916
BC026585,-0.098998142,6.37E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098998142
Hoxd9,0.098941611,6.45E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098941611
Crot,-0.098868992,6.55E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098868992
Tgtp1,0.098848016,6.58E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098848016
1300002E11Rik,0.098819454,6.62E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098819454
Vps26a,0.098803583,6.65E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098803583
Fgfr4,-0.098783893,6.68E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098783893
Gbp7,0.098734235,6.75E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098734235
Ovol1,-0.098705448,6.79E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098705448
Bnc2,0.098704109,6.79E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098704109
Fbxo21,0.098674536,6.83E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098674536
Kcnj12,0.098594334,6.95E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098594334
Adam10,-0.098556938,7.01E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098556938
Zfp442,0.098544029,7.03E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098544029
Dynll1,-0.098542417,7.03E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098542417
Grb7,0.098434742,7.20E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098434742
Gadd45a,-0.098362656,7.31E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098362656
Sucla2,-0.098360882,7.31E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098360882
Dnpep,-0.098357782,7.32E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098357782
Atp6v1d,0.098327127,7.36E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098327127
Unc45a,-0.098326726,7.37E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098326726
Gimap8,0.098320718,7.38E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098320718
Tcf7l2,0.098293556,7.42E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098293556
Adam9,-0.098251083,7.49E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098251083
Plod3,-0.09824039,7.50E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.09824039
Hsph1,-0.098232621,7.52E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098232621
Slc22a5,-0.098229952,7.52E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098229952
2310022B05Rik,0.098175342,7.61E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098175342
Acot2,-0.09815558,7.64E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.09815558
Nynrin,-0.098115472,7.71E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098115472
Prlr,-0.098057095,7.80E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098057095
Oas1a,0.098046763,7.82E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.098046763
Sel1l,-0.097997055,7.91E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097997055
Tbrg3,0.097983423,7.93E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097983423
Gm16861,0.097930761,8.02E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097930761
1600020E01Rik,0.097903358,8.07E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097903358
Atad3a,-0.097900021,8.07E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097900021
Zfp292,0.097897688,8.07E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097897688
Pts,0.097874278,8.12E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097874278
A830052D11Rik,-0.097858734,8.14E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097858734
Rab1,0.097855456,8.15E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097855456
Sparcl1,-0.097818233,8.21E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097818233
Pdcd10,0.09781222,8.22E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.09781222
Tgfbr3,0.097807643,8.23E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097807643
Coasy,-0.097611213,8.58E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097611213
Fam102a,-0.097585692,8.63E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097585692
Trpc4ap,-0.097542714,8.71E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097542714
Kin,0.097532214,8.73E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097532214
Renbp,0.097503341,8.78E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097503341
Pepd,-0.097502147,8.79E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097502147
Igfbp7,-0.097498456,8.79E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097498456
Pura,0.097491815,8.81E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097491815
Cfb,-0.097465601,8.86E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097465601
Ndufb7,-0.097465331,8.86E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097465331
Papola,0.097451909,8.88E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097451909
Slc22a13,-0.097421028,8.94E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097421028
Clec2d,0.097393673,8.99E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097393673
Tbc1d14,-0.097346501,9.08E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097346501
Aldh7a1,0.097312799,9.15E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097312799
Col4a4,-0.097294538,9.18E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097294538
Pfkl,-0.097215818,9.34E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097215818
Sap30,-0.09720231,9.37E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.09720231
Gns,-0.09718392,9.40E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.09718392
Polr1d,0.097178104,9.41E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097178104
A430033K04Rik,0.097173755,9.42E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097173755
Ctsf,-0.097173171,9.42E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097173171
Zcchc10,0.097161027,9.45E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097161027
Sec61a1,-0.097125541,9.52E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097125541
Pabpn1,0.09710581,9.56E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.09710581
Chst11,0.09701356,9.75E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.09701356
Ankrd11,0.097013132,9.75E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.097013132
Plscr4,0.096930132,9.92E-06,Kidney_kidney proximal convoluted tubule epithelial cell,0.096930132
Tomm20,0.09684835,1.01E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.09684835
Rnf214,0.096825905,1.01E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096825905
0610040J01Rik,-0.096809859,1.02E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096809859
Evpl,-0.096753909,1.03E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096753909
Scamp4,-0.096730699,1.03E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096730699
Adamts1,-0.096702682,1.04E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096702682
Ogn,0.096676642,1.05E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096676642
Cisd3,-0.096623993,1.06E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096623993
Mrps28,-0.096595288,1.07E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096595288
Ythdc1,0.096584665,1.07E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096584665
Ndufa13,-0.096570449,1.07E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096570449
1300018J18Rik,-0.096548436,1.08E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096548436
Clcn2,-0.096533872,1.08E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096533872
Neurl4,-0.096499498,1.09E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096499498
Trappc4,0.096484739,1.09E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096484739
Eif4e,0.096407299,1.11E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096407299
Guca2b,-0.096325923,1.13E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096325923
2510039O18Rik,-0.096299036,1.13E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096299036
Grb10,0.09624029,1.15E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.09624029
Ces1e,-0.096205689,1.16E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096205689
Ebpl,0.096203591,1.16E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096203591
Calb1,-0.096187677,1.16E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096187677
Prr5,0.096180454,1.16E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096180454
Zfp467,0.09612278,1.18E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.09612278
Msi2,0.096119717,1.18E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096119717
Slc19a3,-0.096101611,1.18E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096101611
Bbip1,0.096095647,1.18E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096095647
Sorbs3,-0.09604694,1.20E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.09604694
Ppp1r15b,-0.096046175,1.20E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096046175
Churc1,0.096028011,1.20E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.096028011
9430008C03Rik,0.095964787,1.22E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095964787
2310030G06Rik,0.095945342,1.22E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095945342
Rbm5,0.095907992,1.23E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095907992
Gspt1,-0.0958857,1.24E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.0958857
Spna2,-0.095877557,1.24E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095877557
Acss2,-0.095872979,1.24E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095872979
Mrpl20,-0.095803593,1.26E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095803593
Crip1,-0.095734926,1.28E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095734926
Cltb,0.095716922,1.28E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095716922
Slc22a23,0.095593017,1.31E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095593017
Zkscan14,0.095501764,1.34E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095501764
Gcc2,0.095482022,1.35E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095482022
Tap2,0.0954753,1.35E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.0954753
Wapal,0.095420617,1.36E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095420617
Rpn1,-0.095419222,1.36E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095419222
Npc2,0.095410392,1.37E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095410392
Pigr,-0.095384011,1.37E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095384011
Isg15,0.095363752,1.38E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095363752
Wdr24,-0.095252303,1.41E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095252303
Ier2,-0.095240694,1.42E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095240694
Mll5,0.095169109,1.44E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095169109
Mccc1,-0.095165228,1.44E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095165228
Anp32a,0.095136743,1.45E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095136743
Cebpa,-0.095121347,1.45E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095121347
Me3,0.095079264,1.46E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095079264
Leprel1,-0.095043415,1.47E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095043415
Wbp4,0.095038851,1.48E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095038851
4921536K21Rik,0.095020463,1.48E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.095020463
Grip1,0.09496197,1.50E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.09496197
Oplah,-0.094957726,1.50E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094957726
Slc45a3,-0.094952113,1.50E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094952113
Gpc1,-0.094867143,1.53E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094867143
Sh3bp5,-0.094862529,1.53E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094862529
Lap3,-0.094860247,1.53E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094860247
Prkra,-0.094835656,1.54E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094835656
Insr,-0.094802647,1.55E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094802647
Pigk,-0.094753025,1.57E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094753025
Igsf8,-0.094705784,1.58E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094705784
Rab4a,0.094698467,1.58E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094698467
Cdca3,-0.094684434,1.59E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094684434
Slc52a2,-0.094611576,1.61E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094611576
Setd8,0.094607942,1.61E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094607942
1700020I14Rik,0.094517123,1.64E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094517123
Pnp,0.094491687,1.65E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094491687
Ttc33,0.094434453,1.67E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094434453
Kif1c,-0.094430315,1.67E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094430315
Glis2,-0.094421903,1.68E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094421903
Zbtb16,0.094331699,1.71E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094331699
Eln,-0.094282327,1.73E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094282327
Gm4013,0.0942769,1.73E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.0942769
Uqcrh,0.09417763,1.76E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.09417763
Secisbp2l,-0.094156174,1.77E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094156174
Rpl28,0.094122756,1.78E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094122756
Hipk3,-0.094079298,1.80E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094079298
Aip,-0.094008104,1.83E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.094008104
Rarres2,0.09394843,1.85E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.09394843
Fbxw8,-0.09390291,1.87E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.09390291
Serpina1a,-0.093902112,1.87E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.093902112
Cdk5rap3,-0.093888771,1.87E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.093888771
Ttf1,0.093857051,1.88E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.093857051
Ppapdc3,0.093838859,1.89E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.093838859
Slc9a8,-0.09381848,1.90E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.09381848
Nos1ap,0.09379373,1.91E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.09379373
Il34,0.093771235,1.92E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.093771235
D830031N03Rik,0.093668753,1.96E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.093668753
Hnrnpm,0.093661899,1.96E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.093661899
Ndufa12,-0.093658444,1.96E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.093658444
Casc4,-0.093636628,1.97E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.093636628
Per1,-0.093627428,1.98E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.093627428
Uqcrq,-0.09357758,2.00E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.09357758
Arhgap18,-0.09351831,2.02E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.09351831
Ppfibp1,-0.093514366,2.02E-05,Kidney_kidney proximal convoluted tubule epithelial cell,0.093514366
